content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion,id
Could be better if it logged SPO2.,3,0,2.3.5,2021-01-26 19:43:34,2.3.5,17878
"My watch doesn't automatically sync with the app, have to manually swipe otherwise insufficient daily data is not recorded.",3,2,2.3.5,2021-01-26 18:25:17,2.3.5,17879
Very bad app . After last update wont connect and changes watchface to default automatically,2,0,2.3.5,2021-01-26 06:06:44,2.3.5,17880
Seems more stable now,4,0,2.3.1,2021-01-26 05:54:56,2.3.1,17881
There are no instructions to find out how things work,3,0,2.3.5,2021-01-26 01:53:53,2.3.5,17882
Good,3,0,2.3.1,2021-01-25 22:29:18,2.3.1,17883
Terrific and Good bang for your buck,5,0,2.3.5,2021-01-25 18:43:28,2.3.5,17884
Almost completely useless and worthless,1,3,2.3.5,2021-01-25 18:03:07,2.3.5,17885
Sometime watch disconnect & i can't alert vibration in watch. When i open glory application in cell fone it connects again for short time. Mostly it remains disconnect. I think developer should upgrade this application to resolve this big issue.,1,17,2.3.5,2021-01-25 17:25:51,2.3.5,17886
thanks use full good app,5,0,2.3.5,2021-01-25 15:42:02,2.3.5,17887
"There is some bug in this App which is not making me to download the App, after completing the installation process it is saying that it cannot be downloaded.",1,0,,2021-01-25 12:49:24,,17888
Worst management system,1,0,2.3.5,2021-01-25 12:00:14,2.3.5,17889
GPS navigation Accoreacy problem maximum time,1,0,,2021-01-25 07:54:54,,17890
"Some observations: 1. Sleeping data is inaccurate. It shows sleeping when i am awake. 2. Call notification Vibration is so normal that sometime can not recognize. 3. Day light brightness is less. 4. Battery back up is 7 days but communicated as 15 days. 5. Need real time battery % in App as well as Watch. It shows only 25%, 50%, 75% & 100%. But need actual status.",1,63,2.3.5,2021-01-25 06:42:38,2.3.5,17891
Terrible,1,0,2.3.5,2021-01-25 01:56:54,2.3.5,17892
Good tool but difficulty syncing up device constantly occurs.,4,0,2.3.1,2021-01-24 20:14:15,2.3.1,17893
Sometime it’s disconnect by automatic. Very disappointing.,1,1,2.3.5,2021-01-24 17:37:01,2.3.5,17894
Excellent,5,0,2.3.1,2021-01-24 16:24:15,2.3.1,17895
I like it and as a developer i must to say it has way to go but very usefull .,5,0,2.3.5,2021-01-24 15:30:38,2.3.5,17896
Good,4,0,2.3.1,2021-01-24 11:30:53,2.3.1,17897
"Wather not sowing in my watch, it is so bad...",2,0,2.3.5,2021-01-24 07:49:30,2.3.5,17898
It does not give the true sleeping hours,1,0,2.3.5,2021-01-24 05:37:28,2.3.5,17899
Ok,4,0,,2021-01-24 04:09:55,,17900
Could be better,3,0,2.3.1,2021-01-24 01:48:15,2.3.1,17901
"The BP monitor is not very accurate, the sleep monitoring is also not very accurate.",3,0,2.3.5,2021-01-24 00:35:56,2.3.5,17902
Constantly needs reset. I like the sleep tracker.,4,0,2.3.5,2021-01-24 00:23:14,2.3.5,17903
Overall it's not a bad app but lacks certain configuration options especially for the BP where you can calibrate it with a known reading. As for BP function in my particular watch the BP algorithm is based on age which is no longer used by american Heart Association. Do some testing yourself and change your age and will see differences.,3,7,2.3.5,2021-01-23 20:35:32,2.3.5,17904
Kw66 is economy watch and glory fit is one of best app.,4,0,2.3.5,2021-01-23 18:12:54,2.3.5,17905
Please upload new Face Watch.......,1,0,2.3.5,2021-01-23 14:37:41,2.3.5,17906
Missing some features that i got used to with other devices,3,0,2.3.1,2021-01-23 13:52:44,2.3.1,17907
So inconsistent in collecting data,2,0,2.3.1,2021-01-23 13:17:48,2.3.1,17908
It works great it is just what I wanted and it was cheep,5,0,2.3.5,2021-01-23 12:37:58,2.3.5,17909
Good,5,0,,2021-01-23 11:32:55,,17910
I can not sync dial faces available in the application. Please fix this.,1,0,2.3.5,2021-01-23 10:27:24,2.3.5,17911
No blood oxygen recording. Thats the reason I bought the watch. Can you do something about that? I mostly wanted it recording blood oxygen during sleep.,1,1,2.3.5,2021-01-23 08:19:55,2.3.5,17912
Nice app,5,0,,2021-01-23 06:11:36,,17913
خوبه ولی مای فیت بهتره,3,0,2.3.5,2021-01-23 05:37:23,2.3.5,17914
I really like this app it shows me what my steps are and BP and sleep pattern all in one.,5,2,2.3.5,2021-01-23 04:34:26,2.3.5,17915
Nice,5,0,2.3.1,2021-01-23 03:45:40,2.3.1,17916
"swimming, treadmill Freestyle sport and workout options missing. please add it's. and weather monitor option in smart watches is missing and music controller can't display playing music file name. please all options add. because i Use before Mi band 4 it having all this options.",3,6,2.3.5,2021-01-22 10:47:54,2.3.5,17917
After the last firmeware update I can finally see weather info on my xiaomi KW66 watch. Thank you!,4,0,2.3.5,2021-01-22 08:37:59,2.3.5,17918
It Does not work properly. Pls fix it. And add so much watch face. Minimum 500+,2,0,2.3.5,2021-01-22 03:01:04,2.3.5,17919
Worst app.. please. Need more watch faces.. background battery worst,1,0,2.3.1,2021-01-21 18:35:03,2.3.1,17920
This apps wonderful...,5,0,2.3.1,2021-01-21 17:02:26,2.3.1,17921
"limited watcface, really!!! u guys didn’t update this in 1 year... & i guess u guys dont even read reviews",2,0,,2021-01-21 11:01:15,,17922
"(IMILAB KW66) I noticed there is no Specific Place for weather and there no function of breathing exercise, This App ""Glory fit"" is also very Old Need New Watch faces .. other smart watches have thousands of watch dials weather dials are very less and make a option for delete default Watch faces and add new ones .",3,46,2.3.1,2021-01-21 06:47:03,2.3.1,17923
I would very much like an addition to the app whereby the SpO2 are recorded on an hourly basis also. This is extremely important for me as a chronic asthma sufferer and have to control the air that I breathe constantly. The other problem is the recording of the BP. Although it measures it does not update to the app on an hourly basis also. This is also extremely important for my health situation. I need this information history for medical reasons and I am sure there are more people out there that will benefit from these additions and updates. Thanks,4,4,2.3.1,2021-01-21 05:20:36,2.3.1,17924
The weather is not pulling the correct information. There is no way to update the device firmware. It identifies that there is an update but there is no way to update. (Sanag smartwatch),1,1,2.3.1,2021-01-20 23:53:26,2.3.1,17925
Was great for about a month. Did an update now watch wont connect to phone. Went through all steps to correct but nothing worked. So disappointed in this product now. There's technology to have Voyager 2 to transmit data from over 11 billion miles away but they cant make a watch/app that connects from 2 inches away.,1,5,2.3.1,2021-01-20 17:44:34,2.3.1,17926
Step count on watch is 7000 steps ehile app records 3000 steps ... no backup and no data porting to other helth apps ...,2,1,,2021-01-20 16:30:07,,17927
not working on my samsung m51!😭😡,1,0,2.3.1,2021-01-20 14:44:57,2.3.1,17928
"Installed it two days ago. Seems average till now. But the first issue I encountered with was it does not have any option to sync with either Google Fit or Wear OS. It does not even have login with google option. The only third party option is IMOsports or something like that. Seriously? Who tf even use IMO for fitness tracking? And sometimes the app does not start. I have to force stop and reopen it again. Fix these ASAP. And Xiaomi could have used Mi Fit with this watch instead of building a seperate, less efficient app. I am not frustrated, but I am not happy either.",3,4,2.3.1,2021-01-19 18:57:35,2.3.1,17929
Hope in future we will have more watch faces.,5,0,2.3.1,2021-01-19 17:54:59,2.3.1,17930
Imilab kw66 please add music sound control,2,0,2.3.1,2021-01-19 17:16:00,2.3.1,17931
Please add some decent dials,4,0,2.3.1,2021-01-19 17:11:51,2.3.1,17932
"Why the APP runs in background despite Force Closed, its very strange",2,0,2.3.4,2021-01-18 17:46:17,2.3.4,17933
Great app. Works perfectly with imilab xiaomi smart watch,5,0,2.3.1,2021-01-18 14:32:15,2.3.1,17934
"Need many improvements,,",1,0,,2021-01-18 10:54:11,,17935
"Battery drainage. The cycling mode does not work. It stops after a few minutes. The app shows there is a firmware update, but there is no option to update. Need bug fixing update soon.",1,1,2.3.1,2021-01-18 07:14:14,2.3.1,17936
Good app,5,0,2.3.1,2021-01-18 06:51:53,2.3.1,17937
Please add another watch face,5,0,2.3.1,2021-01-18 03:00:55,2.3.1,17938
Never completely loaded. Location would never sync and always celcius. Time was always military. Would not sync 100%. Sending back.,2,0,,2021-01-18 00:00:49,,17939
Good,4,0,2.3.1,2021-01-17 08:52:44,2.3.1,17940
Good and value for money,3,0,2.3.1,2021-01-17 05:20:52,2.3.1,17941
Very bad and very slow all the function low speed in sync and no correct information,1,0,2.3.1,2021-01-16 21:10:19,2.3.1,17942
Couldn't get it to work with my band4.,5,0,,2021-01-16 13:55:33,,17943
Clears all records every firmware update. It doesnt store your custom dial watch face and removes all your steps.,2,0,2.3.1,2021-01-16 07:01:48,2.3.1,17944
Not accurate,1,0,2.2.7,2021-01-16 00:11:41,2.2.7,17945
App isn't optimized,2,0,2.3.1,2021-01-15 19:19:33,2.3.1,17946
Good so far,4,0,2.3.1,2021-01-15 00:59:23,2.3.1,17947
Sleeping function not working,2,0,2.3.1,2021-01-14 19:49:53,2.3.1,17948
"Please add more watchfaces, and improve tracker accuracy even a little. Regarding the customizable watchfaces, please add more options.",4,1,2.3.1,2021-01-14 11:17:55,2.3.1,17949
Battery life is very good,5,0,2.3.1,2021-01-14 06:41:42,2.3.1,17950
Please update watch faces Put new watch faces,3,0,2.3.1,2021-01-13 18:25:02,2.3.1,17951
Nice app,5,0,2.3.1,2021-01-13 13:35:26,2.3.1,17952
"Why after updating firmware is earsed sleeping data?? Why this app don't have any option to sync with mi fit app? I am disappointed, I bought imilab kw66 watches and I thought that it will be compatible with Mi fit app... Why this app have not an option to add sleeping for days when watch didn't counted sleep? Or edit sleep, I slept 8 hours and it counted 10... Why xiaomi don't have one app for all wearables??",1,2,2.3.1,2021-01-13 07:55:06,2.3.1,17953
Today I got weather update on my imilab kw 66 before today no weather on watch thanks for Glory fit team thumbs up for you hope you keep updating new features on imilab thanks,3,0,2.3.1,2021-01-13 05:55:01,2.3.1,17954
Not working rigbt,2,0,2.3.1,2021-01-12 23:49:50,2.3.1,17955
"New update is good , Weather show proper on watch. Nice watch but watch faces limited.",5,0,2.3.1,2021-01-12 16:54:45,2.3.1,17956
Good,5,0,2.3.1,2021-01-12 10:59:31,2.3.1,17957
Very good,5,0,2.3.1,2021-01-12 07:13:44,2.3.1,17958
"Need to work on giving a proper fimrware update. Watch is perfect, develops just have to work on giving a proper update as we are having an issue regarding update. Thank you.",1,0,2.3.1,2021-01-12 05:03:05,2.3.1,17959
"Not sure where to begin. I walked 2 miles and it measured 0.12 miles on the watch, number of steps were way off compared to Google fit and Samsung Health. The clock works, so I guess that's a plus. Wasted money and DO NOT recommend.",1,0,2.3.1,2021-01-11 22:39:07,2.3.1,17960
If only it could be connected to Google Fit to synchronise your data.,3,0,,2021-01-11 14:45:18,,17961
Sometime it doesn't work.,1,0,2.3.1,2021-01-11 11:58:04,2.3.1,17962
This app is great and I have no problems with it but the reason I only put 4 stsrs os because on the watch I can't receive text messages no matter what I try if you know of any way to do this please let me know,4,0,2.3.1,2021-01-10 05:04:01,2.3.1,17963
"Bangla language is not supported, I hope you will add Bangla language in the next update. Thanks",2,0,2.3.1,2021-01-09 17:08:25,2.3.1,17964
"Not the best app but does the job what it claims ,",5,0,2.3.1,2021-01-09 13:36:11,2.3.1,17965
add more watch faces,2,0,2.3.1,2021-01-09 11:57:34,2.3.1,17966
Exactly Accoreacy information problem. Boolotut Connecting problem,1,0,2.3.1,2021-01-09 08:50:37,2.3.1,17967
"It says an update is available and absolutely no idea how to install this new update because it just loops back around to say ""updates available "". Uh, ok, so where the hell is it and why is it not automatically updating. And if it HAS already, why keep saying ""updates available "". Not happy at all. Plus the watch that i got and this app come with little to NO instructions.",2,14,2.3.1,2021-01-09 04:58:24,2.3.1,17968
"Good, but definitely needs more and more watch faces!",4,0,2.3.1,2021-01-08 19:39:38,2.3.1,17969
Want more watch faces.... Some new watch faces.... Please developers give us a update with some new watch faces....,2,0,2.3.1,2021-01-08 14:03:49,2.3.1,17970
very bad ux desing. many features are not properly designed. it needs a huge update!,1,0,2.3.1,2021-01-08 03:31:28,2.3.1,17971
Crashes my phone,1,0,2.3.1,2021-01-07 21:57:55,2.3.1,17972
A few changes i would suggest Sleeping app not accurate i go to bed at ten in the evening and are up at about 3 or 4 in the morning ..The app tells me i have slept for 9 hours ..don't think so maybe make the sleeping time editable so you can input own times also app says i am sleeping during the day while working ..don't think so.. a suggestion from my side would be to have a setting to adjust for blood pressure monitor every hour.. App does not show blood oxygen levels The sports app does not work i have the Blitzwolf bw hl3 smart watch maybe a compatibility issue because it is a new watch and the app is not fully compatible with this product Kind regards,4,4,2.3.1,2021-01-07 09:34:57,2.3.1,17973
Sometimes it works sometimes it doesn't. When it doesn't work i have to restart my watch and or clear all data in the app shut off the bluetooth and reconnect it and that normally fixes it. By the time most people read this they will have already purchase a watch and they will be stuck using this broken app.,1,43,2.3.1,2021-01-06 22:09:01,2.3.1,17974
I don't have any watch faces on the app to change to .also my phone goes into a fit of beaping constantly till I restart it again,2,0,2.3.1,2021-01-06 20:50:42,2.3.1,17975
"Good app. Kindly provide new firmware updates include different dials types in custom option and watch faces, weather and less power consumption. Regards",4,3,2.3.1,2021-01-06 20:28:05,2.3.1,17976
"didn't support arabic message text like facebook , message, twitter",3,0,2.3.1,2021-01-06 19:39:35,2.3.1,17977
It's good.,5,0,2.3.1,2021-01-06 15:20:55,2.3.1,17978
Decent app and watch I just wish the watch and app was compatible with facer watch faces,4,0,2.3.1,2021-01-06 08:27:07,2.3.1,17979
"Dial does not sychronize . I have tried many times , after a long synchronize procedure it shows dial data cannot be synchronized Please try again.",1,2,2.3.1,2021-01-06 06:54:02,2.3.1,17980
Working best with my device. Way better than the other apps for budget sports watches.,5,0,2.3.1,2021-01-05 18:01:08,2.3.1,17981
it might been better if had settings in heat rate and alarm,4,0,,2021-01-05 16:19:59,,17982
-nice update love it ♥️,5,0,,2021-01-05 11:24:25,,17983
Good apps,5,0,2.3.1,2021-01-04 18:59:29,2.3.1,17984
good,4,0,2.3.1,2021-01-04 02:51:03,2.3.1,17985
"Useless app, useless watch...LS05 is much more quick and good watch despite of limited watch faces...App is lagging and slow to synchronise.",1,0,2.3.1,2021-01-03 14:26:40,2.3.1,17986
Good,5,0,2.3.1,2021-01-03 13:34:50,2.3.1,17987
Love this watch...was gifted by my hubby for new year,5,0,2.3.1,2021-01-01 16:01:40,2.3.1,17988
Why you don't have dial setting (Watch Face) for smart watch f12?,1,0,2.3.1,2021-01-01 15:28:31,2.3.1,17989
"It would be really nice if the weather part worked and the face image wouldn't take forever to sync to the watch. However, bp, heart rate, and spo2 !re pretty accurate so far",3,1,2.3.1,2020-12-30 22:53:31,2.3.1,17990
"Improve new watch faces old watch faces are not awesome so just improve like Gtr,Gts, galaxy watch active....etc plzzzz thanks 😊",2,0,2.3.1,2020-12-30 22:52:49,2.3.1,17991
Best watch 👍😘⌚,5,0,2.3.1,2020-12-30 20:11:07,2.3.1,17992
"This app is useless, bpm and heart rate are so off and you cannot even calibrate the watch, after almost ""8000 steps and a half mile walked"" (while I'm just sitting down on my couch) I could say ""money wasted"" but I'm returning this watch, still wasted my time.",1,1,2.3.1,2020-12-30 18:33:29,2.3.1,17993
Keeps showing as disconnected & have to reconnect by turning Bluetooth off & on!,1,0,,2020-12-30 11:59:51,,17994
"Kindly update the App ,as many issues prevails. Change of watch face took a lot of time. and there are limited watch faces. The Most important issue is that the waeather option is not working on the Watch it self neither in th App.",2,1,2.3.1,2020-12-30 11:01:00,2.3.1,17995
Easy to read and update watch firmware and faces works great no issues,5,0,2.3.1,2020-12-30 10:57:44,2.3.1,17996
Can't link to texts or phone calls,3,0,2.3.1,2020-12-30 03:35:42,2.3.1,17997
It sucks canal water,1,0,,2020-12-30 00:03:21,,17998
This is a great app,5,0,2.3.1,2020-12-29 17:50:03,2.3.1,17999
Good app. Wether doesn't shiw on watch for all dials.,4,0,2.3.1,2020-12-29 09:18:17,2.3.1,18000
Nurujjaman,5,0,2.3.1,2020-12-29 07:03:07,2.3.1,18001
No weather option and notification don't work.,1,0,2.3.1,2020-12-28 12:38:16,2.3.1,18002
What is the process to view sleep info when i wake up? I woke up and there was no sleep data registered right away.,3,0,2.3.1,2020-12-28 10:13:58,2.3.1,18003
"Nice app please make updates and reduce time for switching to new dail, Overall Very Good app",5,0,2.3.1,2020-12-28 08:10:24,2.3.1,18004
NO Google Fit Syncing. Almost every app has Google Sync Option. But this one doesn't. I believe this can be done within few days if developer wants. And the Design should be minimal too. If you agree with my opinion please rise your voice too for Google Fit Sync. It will be really Helpful for us. Thanks a lot.,1,8,,2020-12-28 07:20:07,,18005
Add Google Fit Sync.,1,3,,2020-12-28 07:13:46,,18006
"Unable to connect to Fullmosa F12 to S10 phone. Without app, it's just a toy watch. Sucks.",1,0,2.3.1,2020-12-28 05:28:44,2.3.1,18007
Good apps,5,0,2.2.8,2020-12-28 05:27:34,2.2.8,18008
Weather app won't sync location no matter what you do.,1,0,2.3.1,2020-12-28 02:14:09,2.3.1,18009
ADD Bangla font for massage,2,0,2.3.1,2020-12-27 17:57:46,2.3.1,18010
need improvements downloading and syncing dial take too much time. dial verification failed when i tried to change my dial,3,0,2.3.1,2020-12-26 20:13:08,2.3.1,18011
Not good hard to sync sleeping and very sluggish,1,0,2.3.1,2020-12-26 10:32:48,2.3.1,18012
"Drains phone battery. Distance and steps tracking very inaccurate, out of a 4km jog it only recorded 2.25km. Doesn't show exercise routes on map. Notifications lag and don't always show up. Requires access to media and all kinds of storage.",1,0,,2020-12-26 09:28:15,,18013
"I have no problems with the app, works as described by the developer/ or developers. Works great with my Amatage Smartwatch..",5,0,2.3.1,2020-12-26 03:31:35,2.3.1,18014
Doesn't connect 😕,1,0,2.3.1,2020-12-25 17:13:55,2.3.1,18015
Great app easy TO use,4,0,2.3.1,2020-12-25 16:01:58,2.3.1,18016
it is good,5,0,,2020-12-25 14:55:21,,18017
Ok,5,0,2.3.1,2020-12-25 11:59:31,2.3.1,18018
This app disconnected wifi network. This is harmful.,1,0,2.3.1,2020-12-25 11:42:16,2.3.1,18019
"Please update again , to many bad face watch",3,0,2.3.1,2020-12-25 10:35:15,2.3.1,18020
"The system will not stay connected to the device, so frustrating to lose data",1,0,2.3.1,2020-12-25 05:49:22,2.3.1,18021
too many bugs,2,0,2.3.1,2020-12-24 18:10:50,2.3.1,18022
"Very lagging, dial center didn't show up.. please fix it",2,0,2.3.1,2020-12-24 12:36:48,2.3.1,18023
"I don't have any problems, but I would like if it will have much more dials in it. Or maybe the devs give us a tool to make dials. It will be super if we can create a watch face with an easy tool. Please, make it possible!",4,3,2.3.1,2020-12-24 10:43:56,2.3.1,18024
Drains battery,1,0,,2020-12-24 08:04:06,,18025
unable to log in,1,0,2.3.1,2020-12-24 07:27:26,2.3.1,18026
too much bug on this app. need more improvement,1,0,2.3.1,2020-12-23 23:37:34,2.3.1,18027
"So far so good but if a call comes ,there is only option to decline the call not receive. I can't receive any call using the smart watch.",3,1,2.3.1,2020-12-23 15:00:42,2.3.1,18028
"Can this app be open for developers ? Like people can develop their own watch faces and upload, and people can use them them..",3,0,2.3.1,2020-12-23 14:15:22,2.3.1,18029
Hello.. iam All happy with this imilab but please please THE DEVELOPER of this app i requesting to you please include more and more attractive watch faces other wise we all will be gone in boredom plzzzzz,5,0,2.3.1,2020-12-23 12:40:43,2.3.1,18030
Please fixed the bugs. There is huge bugs and problem.,1,0,2.3.1,2020-12-22 19:58:10,2.3.1,18031
"Update 2: 21/12/2020 Installed Haylou Fit app to see the possibility of working the call, sms etc. Notification functionality support. Guess what.! It works perfectly with Imilab KW66 watch. Weather feature is not working but other than that everything else is working. This review is for fed-up users who are about to give up on imilab kw66 watch. Please, do uninstall this app and try with Haylou Fit app. 😃",1,35,2.3.1,2020-12-22 17:41:35,2.3.1,18032
Good,4,0,2.2.7,2020-12-22 14:26:33,2.2.7,18033
I cannot sync my this apps to my phl watch yet,1,0,2.3.1,2020-12-22 10:23:13,2.3.1,18034
Drain Phone battery in an extreme rate 😡😡😡,1,0,2.3.1,2020-12-22 06:31:59,2.3.1,18035
"hey,nice app..hope it will nicer in future.. had a request,in Bangladesh many people use imilab watch,so can you guys make it support bengali..please..nd add some digital watch face..thank you",4,0,2.3.1,2020-12-22 05:56:58,2.3.1,18036
"Please developers, listen to our reviews. This app can be so much better. The watch is more than enough capable to handle many more watch faces including custom watch styles. The app can be modified to consume less battery. Listen to us please.",2,1,2.3.1,2020-12-22 05:34:18,2.3.1,18037
Won't do anything SPECIFICALLY sync data. Worst smart watch EVER!! I'd give it less stars of that were possible.,1,0,2.3.1,2020-12-22 02:53:52,2.3.1,18038
Aceptable,3,0,2.3.1,2020-12-22 01:22:58,2.3.1,18039
Slow,4,0,2.3.1,2020-12-22 01:05:31,2.3.1,18040
Nice and easy to connect and use with my eggel tempo 2,5,0,2.3.1,2020-12-22 00:52:26,2.3.1,18041
Number 1 battery drain on my phone,1,0,2.3.1,2020-12-21 22:09:34,2.3.1,18042
Nice watch and easy to read and understand.,4,0,2.3.1,2020-12-21 21:41:46,2.3.1,18043
Does not update weather i have to reinstall the app everytime,1,0,2.3.1,2020-12-21 19:16:06,2.3.1,18044
Its ok but can you put other faces on apart from whats available in this app,3,0,2.3.1,2020-12-21 12:17:52,2.3.1,18045
"Pathetic product as expected, after all Chines production. The watch doesn't connect to my phone. No clear instructions available whatsoever. Will not recommend this to anybody.",1,0,,2020-12-21 11:14:09,,18046
Need more watchface and features. Overall enough for beginners.,1,0,2.3.1,2020-12-21 06:14:41,2.3.1,18047
Good,4,0,2.3.1,2020-12-21 05:14:52,2.3.1,18048
Very poor app. Do not update. After update you won't be able to change your watch face. Very disapointed.,1,2,2.3.1,2020-12-21 01:30:18,2.3.1,18049
Drains battery. In walking mode it stops logging your course if you let your phone screen to time out. After updating I turned off all reminders and battery last longer. Mapping a walk only works if I set my screen timeout to longer than the time it takes to go for a walk.,2,19,2.3.1,2020-12-20 20:43:48,2.3.1,18050
Kindly update the device software. Volume up & down option not available in this watch and sms or notifiacations are not working properly and not readable completely through scrolling option. Mi band 4 is better than. I think we waste our money on this watch if mi band 4 is better.,1,16,2.3.1,2020-12-20 19:06:53,2.3.1,18051
Not bad until the latest firmware wiped all my data sloppy coding at its worst,1,0,2.3.1,2020-12-20 17:02:44,2.3.1,18052
Can not pear to the watch,1,0,2.3.1,2020-12-20 16:52:04,2.3.1,18053
Please update watch kw66 software and add more watch faces. Thanks Add weather please Add weather please Add weather please,5,1,2.3.1,2020-12-20 16:31:00,2.3.1,18054
One of the worse app.,1,0,2.3.1,2020-12-20 15:46:34,2.3.1,18055
Still I'm facing problem with weather data. Not showing weather informetion. App uninstall and re-install. But not solved. I am using Samsung Note8 handset. Anyone have any idea. Except this everything working fine.,2,3,2.3.1,2020-12-20 15:13:53,2.3.1,18056
Connection problems,1,0,,2020-12-20 12:55:50,,18057
"Hi, Everything fine, but better if you can add few more watch faces in same.",4,0,2.3.1,2020-12-20 04:42:43,2.3.1,18058
"Hi, imilab kw66 watch need blood pressure monitor support. This apps support BP monitor but watch not support. Please update BP monitor if it'll possible.......",4,1,2.3.1,2020-12-19 20:29:22,2.3.1,18059
sensors are no way near to accurate. Always shows alot more reading than actual. Total waste of money.,1,0,2.3.1,2020-12-19 14:32:30,2.3.1,18060
Limited watch faces and slow face sync also weathet is not display in in watch face .,3,0,2.3.1,2020-12-19 13:28:41,2.3.1,18061
Good app in general. But please add more detailed options in fitness tracking and more importantly add more watch faces and more options to customise different designs in customise wallpaper option,3,3,2.3.1,2020-12-19 10:22:54,2.3.1,18062
Very laggy app. Limited watch faces. Very slow to sync watch faces takes a lot of time. Downloaded watch faces automatically deleted. Had to download again and again. Notification delivery from phone is not instant it lags around 3 to 5 seconds. Many a times watch disconnected automatically from app even it is present in near vicinity. Please developers do something to resolve these issues,2,40,2.3.1,2020-12-19 07:42:39,2.3.1,18063
This app ungortunately cannot support weather app,4,0,2.3.1,2020-12-18 21:02:47,2.3.1,18064
I have changed android phones and cannot connect my watch.,2,0,2.3.1,2020-12-18 19:23:51,2.3.1,18065
"Uses too much of my battery and memory at a very high rate. I have to charge my phone twice a day. Even when I turn off bluetooth, I get notifications that glory fit is using my battery. I don't have to have the watch on and I get a notification GloryFit is using my battery. Can you fix this?",3,2,2.3.1,2020-12-18 16:49:28,2.3.1,18066
The watch is good in build and everything but needs update on the UI of the watch aswel as the icons to make it look more sleek and more amazing it will be great. Please do update it in the next firmware update.,3,0,,2020-12-18 12:24:05,,18067
"Awesome product in low budget, pulse, heart, and O2 level measurements are perfectly matching with manual accessories, with outstanding fitment to hand and it's design really very light and handy,",5,4,2.3.1,2020-12-18 10:59:36,2.3.1,18068
Getting worse,1,0,2.3.1,2020-12-18 10:00:22,2.3.1,18069
"Good experience overall , But there should be more dials and they should change simultaneously",3,0,2.3.1,2020-12-18 08:29:00,2.3.1,18070
It's a great app .the only think it's not working is the weather it doesn't show on the watch 😔. Otherwise it working great,4,0,2.3.1,2020-12-18 04:40:33,2.3.1,18071
"This app drain too much battery, for this I stopped using imilab kw66",1,0,,2020-12-18 04:26:55,,18072
Good,5,0,2.2.7,2020-12-17 22:45:13,2.2.7,18073
Good,5,0,2.3.0,2020-12-17 19:39:17,2.3.0,18074
Weather in themes does not work.,2,1,2.3.1,2020-12-17 18:56:44,2.3.1,18075
Excellent,4,0,2.2.8,2020-12-17 15:33:16,2.2.8,18076
Ok,2,0,2.2.7,2020-12-17 15:18:50,2.2.7,18077
So much problams call sms apps notification not recived,1,1,2.3.1,2020-12-17 13:51:22,2.3.1,18078
"In the beginning it was good, but now don't know for some weird reason, it is always On in my background apps, even after I logout. That icon is always showing on the top screen, which actually draining my battery even when I don't need it. This is really annoying. Also, the app is not always correct and precise, despite my location and internet On. Please do something about it as soon as possible",1,37,,2020-12-17 10:56:36,,18079
Use this but faces difficulty on notification on other apps which are not list in app.,2,0,2.3.1,2020-12-17 07:08:33,2.3.1,18080
Poor experience because no update watch faces . Auto pop-up on when i am open my cellphone.,1,1,2.3.1,2020-12-17 04:59:41,2.3.1,18081
Any software compatible with Amatage smartwatch?,3,0,2.3.1,2020-12-16 23:19:01,2.3.1,18082
I love it,5,0,2.2.8,2020-12-16 17:48:23,2.2.8,18083
Not a good collection of watch faces for Xiaomi IMILAB kw66,2,0,2.3.1,2020-12-16 17:19:52,2.3.1,18084
Can't log in using Xiaomi K30 5G. Asking verification code. But after entering the code the app doesn’t take log in command. Tried to ignore the log in but showing need phome permission. After allowing all required permission from Modile still it's showing permissions are reuired. Tried to install it in Huawei Mate 8 but showing app error code. Can't install the app. Stupid System,1,0,2.3.1,2020-12-16 15:44:29,2.3.1,18085
Very nice and handy app,5,0,2.3.1,2020-12-16 03:42:28,2.3.1,18086
Please add more extensions in watch Like calculator and other apps through your app Watch is so expensive and you added few things in it. And your app drained alot of battery of my phone Please find solutions of all above things. Thanks,1,2,2.3.1,2020-12-16 00:15:34,2.3.1,18087
My KW66 doesn't show the weather. I did all procedures to enable it on my smart watch but its all waste of time. I concluded that app and watch has integrity problem.,1,3,2.3.1,2020-12-15 20:37:42,2.3.1,18088
lowering the volume of the phone,1,0,2.3.1,2020-12-15 19:47:23,2.3.1,18089
Good app,5,0,2.2.8,2020-12-15 19:37:22,2.2.8,18090
Its awesome,5,0,2.2.8,2020-12-15 18:14:14,2.2.8,18091
i am kw66 user having trouble with connection and don't show my weather. Plus app has poor quality of dial option and it's limited. Tottaly disappointed 😞☹️,1,1,2.3.1,2020-12-15 16:24:00,2.3.1,18092
What is the problem with this app. Why it is open automatically. It’s very worse.,1,0,2.3.1,2020-12-15 14:20:15,2.3.1,18093
"Overall good but the ""UI"" is backdated, it should be updated.",2,0,2.3.1,2020-12-15 08:42:35,2.3.1,18094
"Satiefied ... ONWARDS NO RETREAT, thanks a lot",5,0,2.3.1,2020-12-15 04:00:51,2.3.1,18095
This is GOOD but please add GOOGLE FIT in third party access & add WEIGHT LIFTING for optional exercise,4,1,2.3.1,2020-12-15 03:10:05,2.3.1,18096
Not good,1,0,2.3.1,2020-12-15 00:10:57,2.3.1,18097
